Line;File;Data;Hora;NofClx;medianKHz;avSPL;TrDur_us;midpointICI
7545;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:55:00;10;113;125;333333;7185
7546;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:55:00;16;69;73;517241;6590
7547;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:55:00;18;111;138;708333;4826
7548;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:55:00;12;109;170;478260;8720
7549;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:55:00;9;113;162;421052;9213
7550;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:56:00;11;118;121;384615;6958
7551;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:56:00;21;103;154;625000;6212
7552;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:56:00;10;117;162;428571;9648
7553;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:56:00;13;114;170;571428;9571
7554;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:56:00;12;110;77;440000;6947
7555;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:56:00;21;115;227;909090;9727
7556;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:57:00;8;70;38;388888;10855
7557;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:57:00;12;100;62;200000;3809
7558;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:57:00;8;63;58;280000;8327
7559;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:57:00;8;102;178;280000;7651
7560;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:57:00;9;116;117;266666;6167
7561;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:57:00;25;120;125;1090909;9568
7562;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:57:00;26;110;46;357142;2361
7563;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:57:00;8;112;235;259259;7377
7564;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:57:00;8;118;186;318181;8717
7565;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:57:00;11;103;56;232558;4092
7566;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:57:00;16;115;121;148514;1755
7567;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:57:00;10;93;48;250000;5974
7568;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:58:00;27;107;93;684210;6133
7569;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:58:00;11;114;113;294117;9427
7570;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:58:00;6;113;154;277777;10512
7571;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:58:00;8;70;48;304347;8308
7572;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:58:00;15;112;186;424242;6244
7573;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:58:00;11;107;85;312500;6380
7574;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:58:00;9;113;203;258064;5673
7575;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:59:00;11;113;52;555555;11703
7576;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:59:00;8;116;178;388888;12099
7577;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:59:00;8;116;211;333333;9704
7578;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:59:00;10;114;186;409090;10436
7579;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:59:00;10;115;138;473684;12252
7580;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:59:00;6;87;58;238095;9268
7581;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:59:00;59;111;162;2636363;9615
7582;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:59:00;11;95;65;140845;2757
7583;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:59:00;9;113;227;307692;7117
7584;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:59:00;23;123;97;360655;2999
7585;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:59:00;9;101;162;400000;9245
7586;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:59:00;7;107;154;315789;11578
7587;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:59:00;9;105;195;421052;10131
7588;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;15:59:00;7;115;130;333333;9966
7589;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:00:00;10;93;146;391304;8199
7590;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:00:00;14;114;97;448275;6082
7591;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:00:00;30;114;125;690476;4810
7592;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:00:00;13;91;186;129032;2025
7593;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:00:00;53;63;54;295454;1141
7594;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:00:00;10;115;77;62500;1399
7595;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:00:00;41;109;325;396039;2067
7596;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:00:00;105;114;260;800000;1086
7597;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:00:00;38;117;138;280303;1443
7598;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:00:00;61;65;77;487804;1976
7599;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:00:00;44;100;85;284768;1404
7600;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:00:00;9;105;251;500000;11113
7601;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:00:00;10;65;48;450000;9389
7602;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:00:00;7;98;170;333333;9061
7603;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:00:00;7;102;276;333333;7771
7604;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:01:00;34;116;81;634615;3721
7605;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:01:00;29;105;195;241379;1486
7606;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:01:00;16;107;170;300000;3040
7607;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:01:00;7;116;251;200000;6679
7608;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:01:00;10;112;162;236842;4859
7609;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:01:00;9;65;50;210526;5275
7610;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:01:00;17;120;62;333333;4162
7611;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:01:00;40;111;154;1444444;10526
7612;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:01:00;11;70;50;434782;8664
7613;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:01:00;16;119;138;625000;7493
7614;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:01:00;8;116;276;175000;4822
7615;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:01:00;6;112;211;208333;8050
7616;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:01:00;8;118;162;280000;5773
7617;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:02:00;8;114;28;27343;783
7618;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:02:00;20;111;97;91787;905
7619;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:02:00;155;105;211;980891;1194
7620;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:02:00;16;56;48;147058;1922
7621;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:04:00;25;105;36;857142;5635
7622;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:04:00;12;120;211;550000;9531
7623;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:05:00;8;52;73;388888;11068
7624;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:05:00;16;114;260;789473;10934
7625;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:05:00;19;106;178;1285714;12398
7626;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:05:00;10;112;146;500000;10680
7627;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:05:00;9;101;154;470588;11451
7628;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:05:00;9;103;117;380952;8942
7629;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:05:00;20;115;235;1187500;12629
7630;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:05:00;6;111;40;53763;2150
7631;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:05:00;19;99;170;1384615;13098
7632;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:05:00;9;112;203;400000;9562
7633;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:06:00;7;107;146;545454;15198
7634;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:06:00;7;114;130;230769;7697
7635;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:06:00;14;103;235;2600000;43688
7636;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:06:00;9;116;109;363636;8311
7637;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:06:00;8;116;138;241379;6654
7638;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:06:00;49;108;121;607594;3335
7639;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:06:00;13;113;97;108108;1845
7640;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:06:00;9;82;48;45714;1170
7641;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:06:00;10;121;73;48387;1000
7642;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:06:00;11;108;211;344827;5428
7643;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:06:00;8;116;178;318181;9393
7644;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:06:00;13;54;56;600000;9102
7645;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:06:00;49;114;69;358208;1514
7646;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:06:00;11;111;40;71428;1382
7647;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:07:00;11;115;162;500000;10708
7648;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:07:00;7;118;235;333333;10321
7649;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:07:00;16;121;89;789473;11869
7650;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:07:00;29;112;56;622222;4521
7651;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:08:00;25;118;97;260869;1835
7652;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:08:00;5;116;186;222222;11980
7653;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:09:00;10;111;54;85714;1911
7654;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:09:00;7;51;38;68181;2212
7655;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:09:00;16;98;44;122950;1004
7656;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:09:00;55;99;48;257142;786
7657;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:09:00;11;103;32;78125;1354
7658;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:14:00;12;108;341;1375000;24218
7659;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:14:00;281;103;117;17500000;5151
7660;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:14:00;50;108;58;1531250;7306
7661;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:14:00;7;102;219;1000000;33160
7662;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:14:00;26;61;38;581395;4646
7663;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:14:00;35;100;85;829268;4384
7664;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:14:00;28;117;243;1038461;7394
7665;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:14:00;32;110;219;1192307;7919
7666;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;44;111;292;934782;4557
7667;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;33;105;105;363636;2307
7668;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;8;113;81;80459;2421
7669;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;25;68;60;96385;815
7670;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;15;117;32;76502;796
7671;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;8;108;29;120689;2014
7672;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;13;113;48;500000;9261
7673;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;59;111;42;527272;1962
7674;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;8;114;36;250000;6957
7675;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;21;53;54;118343;1183
7676;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;11;62;40;70921;1080
7677;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;30;93;69;617021;4063
7678;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;34;61;62;166666;990
7679;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;11;107;48;93457;1825
7680;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;10;118;42;105882;3791
7681;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;23;63;48;122222;1104
7682;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;34;113;32;500000;3080
7683;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;37;120;32;191489;1079
7684;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;17;112;73;71428;883
7685;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:15:00;48;124;38;194214;750
7686;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:16:00;27;113;251;3714285;28777
7687;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:16:00;12;119;40;70512;1285
7688;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:17:00;9;105;65;307692;7554
7689;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:17:00;21;66;52;166666;1470
7690;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:19:00;15;101;34;130841;1925
7691;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:19:00;32;116;38;1409090;8970
7692;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:19:00;10;118;56;236842;5155
7693;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:19:00;8;62;48;189189;5168
7694;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:20:00;9;114;30;150943;3859
7695;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:20:00;6;116;42;161290;6430
7696;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:20:00;9;114;73;347826;9312
7697;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:20:00;22;62;56;262500;2202
7698;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:21:00;10;115;97;243243;4926
7699;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:21:00;8;109;178;189189;5174
7700;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:21:00;15;113;308;350000;4465
7701;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:21:00;10;111;260;300000;7393
7702;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:21:00;6;109;170;147058;5953
7703;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:21:00;13;111;186;307692;5613
7704;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:21:00;7;59;54;153846;4914
7705;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:21:00;25;110;186;571428;4596
7706;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:21:00;16;110;219;319148;3680
7707;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:21:00;13;66;81;444444;7369
7708;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:23:00;12;107;101;379310;6706
7709;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:23:00;9;56;85;307692;7129
7710;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:23:00;5;119;65;80000;3903
7711;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:23:00;5;120;52;76923;3701
7712;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:23:00;14;110;113;295454;4469
7713;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:24:00;17;118;85;432432;4969
7714;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:24:00;10;115;138;257142;5069
7715;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:24:00;10;105;48;230769;5147
7716;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:25:00;7;63;69;142857;4579
7717;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:25:00;16;107;130;576923;7162
7718;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:25:00;51;111;186;196850;691
7719;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:25:00;22;93;162;179487;1791
7720;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:28:00;8;98;50;291666;9719
7721;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:28:00;5;109;36;148148;7040
7722;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:28:00;22;114;40;466666;3830
7723;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:28:00;9;125;38;121212;3109
7724;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:29:00;15;111;130;388888;5518
7725;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:29:00;10;89;60;150000;3362
7726;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:30:00;10;111;113;346153;7963
7727;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:30:00;10;62;81;321428;7097
7728;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:30:00;16;89;38;192307;2322
7729;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:30:00;29;103;73;571428;3636
7730;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:30:00;15;90;40;259259;3628
7731;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:32:00;11;62;65;370370;5954
7732;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:32:00;14;94;154;481481;6539
7733;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:32:00;8;63;85;233333;6060
7734;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:32:00;12;119;46;96491;1728
7735;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:32:00;15;113;117;538461;7807
7736;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:32:00;9;75;38;363636;9117
7737;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:32:00;10;117;138;818181;18934
7738;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:32:00;9;125;178;571428;15564
7739;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:33:00;13;108;130;1090909;15827
7740;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:33:00;18;128;170;894736;9916
7741;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:33:00;10;116;260;473684;8784
7742;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:33:00;9;98;113;470588;9441
7743;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:33:00;12;84;195;478260;8632
7744;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:33:00;10;62;34;473684;12291
7745;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:33:00;8;111;97;368421;9394
7746;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:33:00;18;108;154;1062500;10718
7747;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:34:00;20;113;69;1461538;14576
7748;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:34:00;24;95;105;1352941;10180
7749;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:34:00;23;107;113;1375000;10587
7750;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:34:00;10;108;121;600000;12931
7751;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;14;61;77;684210;10859
7752;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;27;96;146;1130434;8863
7753;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;8;51;56;269230;7723
7754;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;19;96;203;750000;8191
7755;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;21;90;195;869565;8976
7756;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;9;100;69;275862;6078
7757;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;8;61;69;318181;8952
7758;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;27;107;203;1130434;8687
7759;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;9;93;60;333333;7959
7760;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;11;115;146;384615;7558
7761;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;8;114;73;250000;6870
7762;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;12;106;260;440000;7929
7763;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;20;114;178;826086;10554
7764;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;21;114;93;1052631;8567
7765;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;7;117;292;545454;20589
7766;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;12;116;260;440000;7024
7767;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;11;86;211;400000;7023
7768;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;8;104;325;269230;6736
7769;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;8;108;186;304347;8992
7770;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;19;62;56;782608;9369
7771;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:35:00;12;100;227;733333;9342
7772;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:36:00;25;93;178;1714285;12062
7773;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:36:00;11;111;195;769230;13646
7774;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:36:00;38;85;138;2642857;14091
7775;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:36:00;37;113;130;2000000;9893
7776;barracao 2024 04 08 FPOD_7816 file0 PART 24d 17h 27m.FP3;;16:36:00;39;88;81;2375000;13057
